Id,SpeakerName,Phrase,translation
1010317039,一同,…………。,"…………"
1010317040,心菜,……以上です。,……以上就是我的表演。
1010317041,心菜,私の演技……どうでしたか？　,我的演技……怎么样？
1010317042,,,
1010317043,心菜,へっ……？,哎……？
1010317044,纱茂,いい演技だったもの。拍手で応えなきゃね。,很棒的演技，该用掌声回应
1010317045,八恵,はいっ♪,嗯~♪
1010317046,望有,ここな、ありがとう。/nシリウスの主演として、恥ずかしくない演技だったわ。,"心菜，谢谢/n作为天狼星的主演，展现了不辱身份的演技"
1010317047,花,まさに、文句のつけようがないってやつね。,简直是无可挑剔呢
1010317048,心菜,……ありがとうございます！,……非常感谢！
1010317049,,,
1010317050,心菜,はぁ〜……疲れた〜……。,哈啊~累死了~
1010317051,静香,ふふっ、すっかりゆるゆるになってるわね。,呵呵，完全放松下来了呢
1010317052,心菜,お風呂が貸切状態でよかったよ〜。/n今の顔、きっと静香ちゃん以外には見せられない……。,"能包场浴室真好~/n我现在的表情，绝对不能让静香以外的人看到……"
1010317053,静香,そうね。ゲネプロで見せた演技がウソみたいよ。,是啊，和彩排时的演技真是判若两人
1010317054,心菜,だって、ようやくほっとしたんだもん……。/n柊さんたちに演技を認めてもらえて……。,"因为终于能松口气了嘛……/n能得到柊姐她们的认可……"
1010317055,心菜,静香ちゃんと並んでも恥ずかしくない演技ができたんだって、/nようやく実感が湧いた……。,"终于切实感受到/n自己拥有了不输给静香的演技……"
1010317056,静香,……ありがとうね。,……谢谢你
1010317057,心菜,へ？　何が？,哎？谢什么？
1010317058,静香,私と舞台に立ち続けるために、必死に頑張ってくれたでしょ。/nそのお礼、まだ言ってなかったから。,"你为了能和我继续同台拼命努力了吧/n还没为此道谢过"
1010317059,心菜,……それを言うなら、お礼を言わなきゃいけないのは私だよ？,……要说感谢的话，应该是我才对哦？
1010317060,静香,どうして、ここなが？,为什么是心菜？
1010317061,心菜,ずっと憧れてたシリウスの舞台に、ここまで立ち続けてこられた……。,能站在一直向往着的天狼星的舞台上……
1010317062,心菜,そんな夢みたいなことを現実にできたのは、静香ちゃんのおかげだもん。,将我的梦想变为现实，都是静香的功劳
1010317063,心菜,だから……私の方こそ言いたいの。/n一緒に、ここまで来てくれてありがとうって。,"所以……我才想说/n谢谢你一直陪着我走到现在"
1010317064,静香,ここな……。,心菜……
1010317065,心菜,……な、なんだか熱くなってきたなー！　/n長話しすぎてのぼせちゃったかも！　,"……突，突然感觉好热啊！/n可能泡太久了头有点晕！"
1010317066,静香,だ、大丈夫？　確かにさっきより、顔が真っ赤よ？,没、没事吧？确实脸比刚才更红了
1010317067,心菜,ちょ、ちょっと先に上がって涼んでこよっかな！,我、我先出去凉快一下！
1010317068,心菜,静香ちゃんは、ゆっくりしてていいからね！,静香可以再泡一会儿哦！
1010317069,,,
1010317070,静香,……ここまで来てくれてありがとう……か。,……谢谢你一直陪着我走到现在……吗
1010317071,静香,なんだか、別れの言葉みたいね。,总觉得，像是离别的话语
1010317072,静香,……ここなが、ひとりで前へ進めるようになるのは嬉しい。,……心菜能独自前进这点，我很高兴
1010317073,静香,けど……ちょっとだけ寂しいな。,但是……感觉也有点寂寞呢
title,谢谢,,
info,翻译：苏米热 校对：XXX,,
chapter,天狼星 3章,,
