Id,SpeakerName,Phrase,translation
1010320038,心菜,一緒にいなくても、静香ちゃんと稽古してるみたいだった……。,即使没有在一起，也像在和静香排练一样……
1010320039,心菜,だから、私も頑張らなきゃって気持ちを持てたんだ。,所以才有了必须努力的决心
1010320040,静香,同じようなことが、お互いに起きてた……？,我们同时经历了类似的事……？
1010320041,静香,偶然とは思えないわね……。/nもしかしてこれも、ここなのセンス……。,"不像是偶然……/n难道这也是心菜的个性……"
1010320042,心菜,うん……きっとそうだよ。,嗯……肯定是这样
1010320043,心菜,静香ちゃんが進化したんだ！　,静香进化了！
1010320044,静香,そういう大げさなものじゃない気がするけど……。,感觉没到那么夸张的程度……
1010320045,心菜,じゃあ、新しい使い方がわかった……みたいな感じ？,那就是掌握了新用法？
1010320046,静香,その方がしっくり来る。/n進化なんて大げさに言われると、何だかくすぐったいし。,"这样更贴切/n说进化什么的太夸张了，让人很害羞"
1010320047,静香,これが、私とここなの……一人二役の新しい形なのかも。,这可能就是我和心菜的……一人二役的新形态
1010320048,静香,そっか……離れていても、ここなの力になれるんだ……！,原来即使不在一起，我也能成为心菜的力量啊……！
1010320049,心菜,静香ちゃん、嬉しそうだね……？,静香看起来很高兴……？
1010320050,静香,当然よ！　私は役者で……ここなのセンスなんだから！,当然！我不只是演员……更是心菜的个性啊！
1010320051,卡特莉娜,アンタたち、いつまでそうしてるつもり……？,你们打算这样子到什么时候……？
1010320052,心菜,カトリナちゃん、起きてたの！？,卡特莉娜，你醒着吗！？
1010320053,静香,こっちは気にせず、寝てていいのに？,不用在意我们，继续睡就好了啊
1010320054,卡特莉娜,眠れないのよ！　/nそっちの話がどんどん盛り上がってくせいでね！　,"睡不着啊！/n都怪你们越聊越起劲！"
1010320055,静香,もしかして、混ざりたかったの？,难道是想加入吗？
1010320056,卡特莉娜,そ、そういうわけじゃないけど……。/nこっちは夜更かしなんかしたくないの！　,"才、才没有……/n我才不想熬夜呢！"
1010320057,卡特莉娜,明日がオフだからって、/nほどほどにしておきなさいよね！　,"就算明天休息/n也该适可而止吧！"
1010320058,心菜,ごめんねカトリナちゃん……。,对不起啦卡特莉娜……
1010320059,心菜,あ、そうだ。だったらお詫びに——,啊对了。作为赔礼——
1010320060,,,
1010320061,卡特莉娜,ふん……お詫びが甘いものって……もぐもぐ……。,哼……用甜点赔罪……嚼嚼……
1010320062,卡特莉娜,アタシも……ごっくん！　舐められたものね！　,我也是……啊呜！被小看了！
1010320063,静香,その割には、パクパク食べてるじゃない。,嘴上这么说倒是吃得很香
1010320064,心菜,カトリナちゃん、さっき大福も食べてたのにね。,卡特莉娜，刚才还吃了大福呢
1010320065,卡特莉娜,……このお店のフルーツあんみつ、前から食べてみたかったのよ！,……很早之前就想尝尝这家水果馅蜜了！
1010320066,心菜・静香,素直でよろしい♪,坦率点多好♪
title,一人二役・彩,,
info,翻译：苏米热 校对：XXX,,
chapter,天狼星 3章,,
