Id,SpeakerName,Phrase,translation
2002403028,八恵,私にも、できるでしょうか……。,我也能做到吗……
2002403029,,,
2002403030,八恵,柊さんは、演劇が世界中で愛されていると教えてくれたんです。/n演劇はたくさんの人を幸せにするものだと。,是柊姐让我知道，全世界都热爱着戏剧/n戏剧是能给人们带来幸福的存在。
2002403031,记者,それは素敵ですね。,那真是太美好了。
2002403032,八恵,はい！,是的！
2002403033,八恵,それで、私も演劇をやってみようと思ってシリウスに入団したんです。,在那之后，我也想试一试演戏，于是加入了天狼星。
2002403034,记者,貴重なエピソードをありがとうございます。,感谢您分享珍贵的经历。
2002403035,记者,そうしてシリウスに入団されてみて、いかがでしたか？/n新妻さんといえば歌ですが、演技についてはやはり柊さんから？,加入天狼星后感受如何？/n提到新妻小姐就会想到歌声，演技是跟柊女士学的吗？
2002403036,八恵,そうですね。/n演技や演劇の基礎は柊さんや、シリウスの先輩方に教えていただきました。,对。/n表演基础和戏剧知识都是跟柊姐和前辈们学的。
2002403037,记者,舞台で観ていた方に演技を教わるのは、緊張されましたか？,作为曾经的观众，向曾经仰望的舞台上的演员学习会紧张吗？
2002403038,八恵,いえ！,不会！
2002403039,八恵,それよりも、柊さんと一緒の舞台に立てることがうれしくて……。,倒不如说，能和柊姐站在同一个舞台更让我感到开心……
2002403040,八恵,柊さんは、私にとって憧れの役者さんなんです。/nだから、今、直接指導いただけるのもとてもうれしいです。,柊姐是我憧憬的演员。/n所以能接受她的亲自指导特别开心。
2002403041,记者,身近な方に憧れを抱くことはよくありますよね。/n近くで見れるからこそ、すごさがわかるというか。,对身边人产生憧憬很常见呢。/n正因近距离接触才更明白其优秀。
2002403042,记者,愛らしい印象の新妻さんですが、憧れの方はかっこいい柊さんなんですね。/n失礼ですが、すこし意外でした。,温柔可爱的新妻小姐居然憧憬帅气的柊女士，/n恕我直言，有些意外呢。
2002403043,八恵,ふふ、そうですか？/n柊さんはどんな役でもこなせる素晴らしい役者さんですよ？,呵呵，是吗？/n柊姐可是能驾驭任何角色的优秀演员哦？
2002403044,记者,確かに。現役時代はあのシリウスでも看板ともいえるような/nご活躍をされていましたね。,确实。她在役时是天狼星的招牌演员呢。
2002403045,记者,そうだ、ぜひよろしければ、今度は自身もダイスターであり、/n次世代のダイスター育成者である柊さんにもインタビューの機会を――,对了，能否也采访作为大明星兼/n次世代大明星培育者的柊女士——
2002403046,望有,いえ、そういったものはお断りさせていただいているので。,抱歉，这类邀约我一概谢绝。
2002403047,八恵,……。,……。
2002403048,记者,そうでしたか。失礼いたしました。/nでは、新妻さんのインタビューの続きに戻らせていただきますね。,这样啊。失礼了。/n那我们继续新妻小姐的采访吧。
2002403049,,,
2002403050,记者,本日はお忙しいところありがとうございました。/n記事ができ次第、またご連絡差し上げますので！,感谢在百忙中接受采访！/n成稿后会再联系两位的！
2002403051,八恵,はい、こちらこそありがとうございました！,我们才要感谢您！
2002403052,望有,ありがとうございました。/n引き続きよろしくお願いいたします。,谢谢。/n今后也请多关照。
2002403053,八恵,はあ、インタビューは何回受けても少し緊張してしまいますね。,哈啊，就算接受过好几次采访也会紧张呢。
2002403054,望有,お疲れ様。/nどこかでアイスでも食べていく？,辛苦了。/n要不要去吃冰淇淋？
2002403055,八恵,ふふ、いいんですか？/n憧れの柊さんと一緒にアイスだなんて、夢みたいです。,呵呵，可以吗？/n和憧憬的柊姐吃冰淇淋，像做梦一样。
2002403056,望有,そうだ、その件だけど……。,对了，关于那件事……
2002403057,八恵,その件？,那件事？
2002403058,望有,取材とかで、わざわざ私の名前を出さなくていいのよ。/nいくら役者だったとはいえ、今はもう裏方の一スタッフなんだから。,采访不必特意提我。/n就算曾是演员，现在只是幕后人员了。
2002403059,八恵,そんなつもりじゃありませんよ。/n私は本心をお答えしてるだけですから。,没那个意思哦。/n只是说出真实想法而已。
2002403060,望有,……。,……。
2002403061,八恵,今度はぜひ、柊さんと一緒にインタビューを受けたいです。,下次真想和柊姐一起接受采访。
2002403062,望有,……そう。,……这样啊。
2002403063,八恵,（指導者と役者じゃなくて、同じ、シリウスの役者として）,（不是作为指导者与演员，而是同时以天狼星的演员的身份）
2002403064,望有,ほら、そんな話はいいから。/n食べるんでしょう、アイス。,好了，不说这个。/n不是要吃冰淇淋吗？
2002403065,八恵,あっ！　はい！,啊！好的！
2002403066,八恵,ふふ、楽しみです！,呵呵，好期待！
chapter,寻找第七颗星星,,
title,大明星的王子殿下,,
info,翻译：苏米热  校对：XXX,,
