Id,SpeakerName,Phrase,translation
2003106020,静香,ええ。/nでも、これも成長のチャンスよね。やれるだけのことはやってみる。,是的。/n但这也是成长的机会。尽力而为吧。
2003106021,讲师,皆さん準備は整いましたか？/nではさっそく、呼ばれた方から舞台に上がってください。,大家都准备好了吗？/n那么从被叫到的人开始上台吧。
2003106022,,,
2003106023,讲师,流石さん、演技お疲れ様でした。/nまだ教えたばかりなのにパントマイムの完成度がとても高いですね。,辛苦了流石。/n虽然刚教了不久但默剧的完成度已经很高了呢。
2003106024,知冴,へへ、ありがとうございます。,嘿嘿，谢谢夸奖。
2003106025,卡特莉娜,ほんと飲み込み早いわね……。,理解得真快啊……
2003106026,讲师,……ですが、伝えたい心情がしっかりと見えませんでした。/n次は、表現したいテーマを演技に乗せることを意識してみてくださいね。,……不过想传达的心情还不够明确。/n下次请注意将主题融入表演。
2003106027,知冴,はーい……。,好──的……
2003106028,讲师,では次、カトリナさん。,那么下一位是卡特莉娜。
2003106029,卡特莉娜,はい。,好的。
2003106030,卡特莉娜,（無声劇……やったことがあるわけじゃないけど、/n　アタシはかつて、声を失った人魚姫を演じてる）,(默剧……虽然没演过，/n但以前演过失去声音的人鱼公主)
2003106031,知冴,カトリナ……舞台上でひざを抱えて座ってる。,卡特莉娜……在舞台上抱膝坐着。
2003106032,静香,なんのイメージかしら……？/n卵の中、とか……？,这是在演绎什么呢……？/n蛋壳里的样子吗……？
2003106033,卡特莉娜,（物語は悲しい結末だった。彼女は王子と一緒になれず、/n　最期はひとりで泡になることを選んでしまう）,(故事是悲伤结局。她没能和王子在一起，/n最终选择独自化为泡沫)
2003106034,卡特莉娜,（人魚姫は不自由ゆえに孤独を感じた。想いを伝えられず、/n　もどかしくて、苦しかった。それはアタシにだってよくわかる……）,(人鱼公主因缺陷而感到孤独。无法传达心意，/n焦躁痛苦。这份心情我深有体会……)
2003106035,卡特莉娜,（でも……絶望の中でも、/n　誰かを好きになる感情を、その喜びを知ったの）,(但是……即使在绝望中，/n也体会到了喜欢上某人的喜悦)
2003106036,卡特莉娜,（アタシもかつては人魚姫と同じ。外の世界を知らなかった。/n　自分という殻の中にこもって……怯えて……必要以上に周りを傷つけた）,(我也曾像人鱼公主。对外界充满未知。/n龟缩在自己的壳里……胆怯……过度伤害他人)
2003106037,卡特莉娜,（でも、そんなアタシにシリウスのみんなが寄りそってくれた）,(但是，这样的我得到了天狼星的大家的支持)
2003106038,卡特莉娜,（そうしてアタシは外の世界に羽ばたくことができた。/n　改めて役者として生まれ直すことができたの）,(因此我才能够飞向外界。/n作为一名演员重获新生)
2003106039,知冴,ヒナの演技……なのかな？,是在表演雏鸟……吗？
2003106040,知冴,卵だった時とは違って、嬉しそうだね。,和待在蛋里的时期不同，看起来很开心的样子。
2003106041,静香,……綺麗。/n仲間が見つかったのね。,……好美。/n找到同伴了呢。
2003106042,,,
2003106043,小静香,――あなた、演劇が好きなのね。,――你也喜欢戏剧吗。
2003106044,小心菜,……え？,……哎？
2003106045,小静香,私も！　私も演劇が大好き！,我也喜欢！我也最喜欢戏剧了！
2003106046,小心菜,……じゃあ、一緒にやろうよ！,……那我们就一起演吧！
2003106047,,,
2003106048,心菜,どうして……/nどうして私は、持ってないの。,为什么……/n为什么我没有呢。
2003106049,心菜,センスがなきゃ、ダイスターになんか……。,没有个性的话，根本不可能成为大明星……
2003106050,静香,ここな……。,心菜……
2003106051,静香,ここな！　聞いて！　私だよ！　静香！,心菜！听我说！是我！静香！
2003106052,静香,ここなは持ってる！/nちゃんと……持ってるんだよ。私が……！,你有个性的！/n真的……你有的！我知道的……
2003106053,静香,私がきっと……ここなのセンス。,我一定就是……心菜你的个性。
2003106054,,,
2003106055,静香,……。,……。
title,默剧,,
info,翻译：苏米热 校对：XXX,,
chapter,倒影中的静思,,
